siteID,date,month,year,plotID,tagID,taxonID,scientificName,taxonRank,identificationQualifier,nativeStatusCode,sex,recapture,fate,hindfootLength,earLength,tailLength,totalLength,weight,dataQF
HARV,2019-08-28,8,2019,HARV_008,NEON.MAM.D01.R6065,MYGA,Myodes gapperi,species,NA,N,M,Y,released,16,NA,NA,NA,18,NA
HARV,2019-08-28,8,2019,HARV_008,NEON.MAM.D01.O008I720190828,BLBR,Blarina brevicauda,species,NA,N,U,U,dead,NA,NA,NA,NA,NA,NA
HARV,2019-08-28,8,2019,HARV_021,NEON.MAM.D01.O021G820190828,BLBR,Blarina brevicauda,species,NA,N,U,N,dead,NA,NA,NA,NA,NA,NA
HARV,2019-08-28,8,2019,HARV_008,NEON.MAM.D01.O008F120190828,BLBR,Blarina brevicauda,species,NA,N,U,U,dead,NA,NA,NA,NA,NA,NA
HARV,2019-08-28,8,2019,HARV_008,NEON.MAM.D01.O008A320190828.9:26,BLBR,Blarina brevicauda,species,NA,N,U,U,dead,NA,NA,NA,NA,NA,NA
HARV,2019-08-28,8,2019,HARV_001,NEON.MAM.D01.R6081,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,F,N,released,18,15,73,NA,20,NA
HARV,2019-08-28,8,2019,HARV_023,NEON.MAM.D01.R6099,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,M,Y,released,20,14,79,NA,15,NA
HARV,2019-08-28,8,2019,HARV_008,NEON.MAM.D01.O008F520190828,SOCI,Sorex cinereus,species,NA,N,U,U,dead,NA,NA,NA,NA,NA,NA
HARV,2019-08-28,8,2019,HARV_008,NEON.MAM.D01.R5096,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,F,Y,released,13,14,75,NA,20,NA
HARV,2019-08-28,8,2019,HARV_008,NEON.MAM.D01.R5098,MYGA,Myodes gapperi,species,NA,N,M,Y,released,16,NA,NA,NA,20,NA
HARV,2019-08-28,8,2019,HARV_008,NEON.MAM.D01.O008J1020190828,BLBR,Blarina brevicauda,species,NA,N,U,U,dead,NA,NA,NA,NA,NA,NA
HARV,2019-08-28,8,2019,HARV_008,NEON.MAM.D01.R4953,NAIN,Napaeozapus insignis,species,NA,N,F,N,released,29,NA,NA,NA,17,NA
HARV,2019-08-28,8,2019,HARV_008,NEON.MAM.D01.O008A620190828,BLBR,Blarina brevicauda,species,NA,N,U,U,dead,NA,NA,NA,NA,NA,NA
HARV,2019-08-28,8,2019,HARV_008,NEON.MAM.D01.O008A320190828.8:05,BLBR,Blarina brevicauda,species,NA,N,U,U,released,NA,NA,NA,NA,NA,NA
HARV,2019-08-28,8,2019,HARV_008,NEON.MAM.D01.O008D820190828,BLBR,Blarina brevicauda,species,NA,N,U,U,released,NA,NA,NA,NA,NA,NA
HARV,2019-08-28,8,2019,HARV_021,NEON.MAM.D01.O021D420190828,BLBR,Blarina brevicauda,species,NA,N,U,U,released,NA,NA,NA,NA,NA,NA
HARV,2019-08-28,8,2019,HARV_021,NEON.MAM.D01.O021B420190828,BLBR,Blarina brevicauda,species,NA,N,U,U,released,NA,NA,NA,NA,NA,NA
HARV,2019-08-28,8,2019,HARV_008,NEON.MAM.D01.R6060,NAIN,Napaeozapus insignis,species,NA,N,M,N,released,30,NA,NA,NA,21,NA
HARV,2019-08-28,8,2019,HARV_008,NEON.MAM.D01.R5022,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,M,Y,released,17,15,89,NA,27,NA
HARV,2019-08-29,8,2019,HARV_023,NEON.MAM.D01.L6023,TAST,Tamias striatus,species,NA,N,F,Y,released,31,NA,NA,NA,102,NA
HARV,2019-08-29,8,2019,HARV_023,NEON.MAM.D01.R6080,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,M,N,released,19,16,69,NA,16,NA
HARV,2019-08-29,8,2019,HARV_021,NEON.MAM.D01.O021F520190829,BLBR,Blarina brevicauda,species,NA,N,U,U,released,NA,NA,NA,NA,NA,NA
HARV,2019-08-29,8,2019,HARV_023,NEON.MAM.D01.R6099,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,M,Y,released,20,15,72,NA,15,NA
HARV,2019-08-29,8,2019,HARV_021,NEON.MAM.D01.O021F920190829,BLBR,Blarina brevicauda,species,NA,N,U,U,dead,NA,NA,NA,NA,NA,NA
HARV,2019-08-29,8,2019,HARV_010,NEON.MAM.D01.R4971,MYGA,Myodes gapperi,species,NA,N,M,N,released,17,NA,NA,NA,21,NA
HARV,2019-09-24,9,2019,HARV_023,NEON.MAM.D01.O023H820190924,BLBR,Blarina brevicauda,species,NA,N,U,U,dead,NA,NA,NA,NA,NA,NA
HARV,2019-09-24,9,2019,HARV_008,NEON.MAM.D01.O008D820190924,BLBR,Blarina brevicauda,species,NA,N,U,U,dead,NA,NA,NA,NA,NA,NA
HARV,2019-09-24,9,2019,HARV_021,NEON.MAM.D01.O021C920190924,BLBR,Blarina brevicauda,species,NA,N,U,U,dead,NA,NA,NA,NA,NA,NA
HARV,2019-09-24,9,2019,HARV_021,NEON.MAM.D01.O021E1020190924,BLBR,Blarina brevicauda,species,NA,N,U,U,released,NA,NA,NA,NA,NA,NA
HARV,2019-09-24,9,2019,HARV_006,NEON.MAM.D01.R6087,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,F,Y,released,18,16,84,NA,27,NA
HARV,2019-09-24,9,2019,HARV_021,NEON.MAM.D01.R3610,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,M,N,released,20,NA,NA,NA,19,NA
HARV,2019-09-24,9,2019,HARV_008,NEON.MAM.D01.O008J120190924,BLBR,Blarina brevicauda,species,NA,N,U,U,dead,NA,NA,NA,NA,NA,NA
HARV,2019-09-24,9,2019,HARV_006,NEON.MAM.D01.R6084,PELE,Peromyscus leucopus,species,cf. species,N,F,Y,released,18,14,81,NA,25,NA
HARV,2019-09-24,9,2019,HARV_006,NEON.MAM.D01.R3615,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,M,N,released,17,12,58,NA,10,NA
HARV,2019-09-24,9,2019,HARV_006,NEON.MAM.D01.R3616,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,M,N,released,17,16,55,NA,10,NA
HARV,2019-09-24,9,2019,HARV_021,NEON.MAM.D01.O021C1020190924,SOCI,Sorex cinereus,species,NA,N,U,U,released,NA,NA,NA,NA,NA,NA
HARV,2019-09-24,9,2019,HARV_021,NEON.MAM.D01.R3611,MIPE,Microtus pennsylvanicus,species,NA,N,M,N,released,21,NA,NA,NA,42,NA
HARV,2019-09-24,9,2019,HARV_006,NEON.MAM.D01.R6086,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,M,Y,released,19,15,85,NA,28,NA
HARV,2019-09-24,9,2019,HARV_023,NEON.MAM.D01.R3618,NAIN,Napaeozapus insignis,species,NA,N,F,N,released,30,NA,NA,NA,15,NA
HARV,2019-09-24,9,2019,HARV_021,NEON.MAM.D01.R3687,NAIN,Napaeozapus insignis,species,NA,N,F,N,released,30,NA,NA,NA,21,NA
HARV,2019-09-24,9,2019,HARV_006,NEON.MAM.D01.R3609,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,M,N,released,17,14,58,NA,10,NA
HARV,2019-09-25,9,2019,HARV_021,NEON.MAM.D01.L3617,TAST,Tamias striatus,species,NA,N,M,U,released,31,NA,NA,NA,103,NA
HARV,2019-09-25,9,2019,HARV_001,NEON.MAM.D01.R6081,PELE,Peromyscus leucopus,species,cf. species,N,F,Y,released,19,16,80,NA,23,NA
HARV,2019-09-25,9,2019,HARV_021,NEON.MAM.D01.O021D620190925,GLVO,Glaucomys volans,species,NA,N,U,U,released,NA,NA,NA,NA,NA,NA
HARV,2019-09-25,9,2019,HARV_021,NEON.MAM.D01.R3614,NAIN,Napaeozapus insignis,species,NA,N,M,N,released,29,NA,NA,NA,18,NA
HARV,2019-09-25,9,2019,HARV_001,NEON.MAM.D01.R3613,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,F,N,released,20,12,62,NA,11,NA
HARV,2019-09-25,9,2019,HARV_001,NEON.MAM.D01.O001J320190925,BLBR,Blarina brevicauda,species,NA,N,U,U,dead,NA,NA,NA,NA,NA,NA
HARV,2019-09-25,9,2019,HARV_001,NEON.MAM.D01.R3612,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,M,N,released,21,15,76,NA,16,NA
HARV,2019-09-25,9,2019,HARV_001,NEON.MAM.D01.R3689,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,F,N,released,21,14,63,NA,18,NA
HARV,2019-09-25,9,2019,HARV_001,NEON.MAM.D01.R5019,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,M,Y,released,21,14,76,NA,24,NA
HARV,2019-09-25,9,2019,HARV_001,NEON.MAM.D01.O001G820190925,BLBR,Blarina brevicauda,species,NA,N,U,U,released,NA,NA,NA,NA,NA,NA
HARV,2019-09-25,9,2019,HARV_001,NEON.MAM.D01.O001G720190925,BLBR,Blarina brevicauda,species,NA,N,U,U,released,NA,NA,NA,NA,NA,NA
HARV,2019-09-25,9,2019,HARV_021,NEON.MAM.D01.O021C420190925,BLBR,Blarina brevicauda,species,NA,N,U,N,dead,NA,NA,NA,NA,NA,NA
HARV,2019-09-26,9,2019,HARV_023,NEON.MAM.D01.R6023,TAST,Tamias striatus,species,NA,N,F,Y,released,31,NA,NA,NA,93,NA
HARV,2019-09-26,9,2019,HARV_021,NEON.MAM.D01.R3682,MIPE,Microtus pennsylvanicus,species,NA,N,F,N,released,21,NA,NA,NA,54,NA
HARV,2019-09-26,9,2019,HARV_021,NEON.MAM.D01.R3684,MYGA,Myodes gapperi,species,NA,N,M,N,released,16,NA,NA,NA,19,NA
HARV,2019-09-26,9,2019,HARV_021,NEON.MAM.D01.R3610,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,M,Y,released,20,15,79,NA,18,NA
HARV,2019-09-26,9,2019,HARV_010,NEON.MAM.D01.O010I520190926,BLBR,Blarina brevicauda,species,NA,N,U,U,released,NA,NA,NA,NA,NA,NA
HARV,2019-09-26,9,2019,HARV_021,NEON.MAM.D01.R2688,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,M,N,released,21,16,78,NA,26,NA
HARV,2019-09-26,9,2019,HARV_010,NEON.MAM.D01.R3604,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,F,N,released,18,12,72,NA,16,NA
HARV,2019-09-26,9,2019,HARV_021,NEON.MAM.D01.O021I220190926,BLBR,Blarina brevicauda,species,NA,N,U,U,dead,NA,NA,NA,NA,NA,NA
HARV,2019-09-26,9,2019,HARV_010,NEON.MAM.D01.R3622,NAIN,Napaeozapus insignis,species,NA,N,M,N,released,29,NA,NA,NA,19,NA
HARV,2019-09-26,9,2019,HARV_010,NEON.MAM.D01.R3600,NAIN,Napaeozapus insignis,species,NA,N,F,N,released,29,NA,NA,NA,21,NA
HARV,2019-09-26,9,2019,HARV_010,NEON.MAM.D01.R3605,NAIN,Napaeozapus insignis,species,NA,N,M,N,released,30,NA,NA,NA,19,NA
HARV,2019-09-26,9,2019,HARV_021,NEON.MAM.D01.R3680,NAIN,Napaeozapus insignis,species,NA,N,M,N,released,32,NA,NA,NA,13,NA
HARV,2019-09-26,9,2019,HARV_010,NEON.MAM.D01.R3608,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,M,N,released,19,12,81,NA,23,NA
HARV,2019-09-26,9,2019,HARV_010,NEON.MAM.D01.R3620,NAIN,Napaeozapus insignis,species,NA,N,F,U,released,29,NA,NA,NA,27,NA
HARV,2019-09-26,9,2019,HARV_021,NEON.MAM.D01.R3681,MYGA,Myodes gapperi,species,NA,N,F,N,released,17,NA,NA,NA,17,NA
HARV,2019-09-26,9,2019,HARV_010,NEON.MAM.D01.R3603,NAIN,Napaeozapus insignis,species,NA,N,M,N,released,30,NA,NA,NA,25,NA
HARV,2019-10-20,10,2019,HARV_008,NEON.MAM.D01.R3685,MYGA,Myodes gapperi,species,NA,N,F,N,released,18,NA,NA,NA,27,NA
HARV,2019-10-20,10,2019,HARV_006,NEON.MAM.D01.R6078,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,F,Y,released,22,15,101,NA,24,NA
HARV,2019-10-20,10,2019,HARV_008,NEON.MAM.D01.R3683,TAST,Tamias striatus,species,NA,N,F,N,released,27,NA,NA,NA,57,NA
HARV,2019-10-20,10,2019,HARV_008,NEON.MAM.D01.R3676,MYGA,Myodes gapperi,species,NA,N,F,N,released,17,NA,NA,NA,21,NA
HARV,2019-10-20,10,2019,HARV_006,NEON.MAM.D01.R6087,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,F,Y,released,20,15,87,NA,23,NA
HARV,2019-10-20,10,2019,HARV_001,NEON.MAM.D01.R5019,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,M,Y,released,20,15,83,NA,21,NA
HARV,2019-10-22,10,2019,HARV_023,NEON.MAM.D01.R6099,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,M,Y,released,20,15,78,NA,20,NA
HARV,2019-10-22,10,2019,HARV_008,NEON.MAM.D01.R3676,MYGA,Myodes gapperi,species,NA,N,F,Y,released,18,NA,NA,NA,17,NA
HARV,2019-10-22,10,2019,HARV_023,NEON.MAM.D01.O023D520191022,BLBR,Blarina brevicauda,species,NA,N,U,U,dead,NA,NA,NA,NA,NA,NA
HARV,2019-10-22,10,2019,HARV_021,NEON.MAM.D01.R3675,TAST,Tamias striatus,species,NA,N,F,N,released,30,NA,NA,NA,83,NA
HARV,2019-10-22,10,2019,HARV_008,NEON.MAM.D01.O008A320191022,BLBR,Blarina brevicauda,species,NA,N,U,U,dead,NA,NA,NA,NA,NA,NA
HARV,2019-10-22,10,2019,HARV_008,NEON.MAM.D01.R3685,MYGA,Myodes gapperi,species,NA,N,F,Y,released,18,NA,NA,NA,26,NA
HARV,2019-10-24,10,2019,HARV_023,NEON.MAM.D01.R6080,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,M,Y,released,20,18,76,NA,22,NA
HARV,2019-10-24,10,2019,HARV_023,NEON.MAM.D01.R3678,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,F,N,released,18,13,62,NA,11,NA
HARV,2019-10-24,10,2019,HARV_021,NEON.MAM.D01.L3624,MYGA,Myodes gapperi,species,NA,N,M,U,released,17,NA,NA,NA,21,NA
HARV,2019-10-24,10,2019,HARV_023,NEON.MAM.D01.R3677,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,M,N,released,21,15,85,NA,19,NA
HARV,2019-10-24,10,2019,HARV_021,NEON.MAM.D01.L3619,MYGA,Myodes gapperi,species,NA,N,F,Y,released,19,NA,NA,NA,22,NA
HARV,2019-10-24,10,2019,HARV_021,NEON.MAM.D01.L3607,NAIN,Napaeozapus insignis,species,NA,N,F,Y,released,29,NA,NA,NA,27,NA
HARV,2019-10-24,10,2019,HARV_021,NEON.MAM.D01.R3601,MYGA,Myodes gapperi,species,NA,N,M,N,released,17,NA,NA,NA,19,NA
HARV,2019-10-24,10,2019,HARV_023,NEON.MAM.D01.R6099,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,M,Y,released,20,18,75,NA,21,NA
HARV,2019-10-24,10,2019,HARV_021,NEON.MAM.D01.R3621,NAIN,Napaeozapus insignis,species,NA,N,F,N,released,29,NA,NA,NA,24,NA
HARV,2019-10-24,10,2019,HARV_023,NEON.MAM.D01.O023E820191024,BLBR,Blarina brevicauda,species,NA,N,U,U,dead,NA,NA,NA,NA,NA,NA
HARV,2019-10-24,10,2019,HARV_021,NEON.MAM.D01.R3606,NAIN,Napaeozapus insignis,species,NA,N,F,N,released,28,NA,NA,NA,NA,NA
HARV,2019-10-24,10,2019,HARV_023,NEON.MAM.D01.O023H420191024,BLBR,Blarina brevicauda,species,NA,N,U,U,dead,NA,NA,NA,NA,NA,NA
HARV,2019-10-25,10,2019,HARV_023,NEON.MAM.D01.R3665,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,M,N,released,20,15,66,NA,11,NA
HARV,2019-10-25,10,2019,HARV_023,NEON.MAM.D01.R6080,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,M,Y,released,20,14,NA,NA,20,NA
HARV,2019-10-25,10,2019,HARV_021,NEON.MAM.D01.R3606,NAIN,Napaeozapus insignis,species,NA,N,F,Y,released,29,NA,NA,NA,22,NA
HARV,2019-10-25,10,2019,HARV_023,NEON.MAM.D01.R6099,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,M,Y,released,20,14,76,NA,20,NA
HARV,2019-10-25,10,2019,HARV_021,NEON.MAM.D01.R3688,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,M,Y,released,19,18,81,NA,20,NA
HARV,2019-10-25,10,2019,HARV_021,NEON.MAM.D01.R3621,NAIN,Napaeozapus insignis,species,NA,N,F,Y,released,29,NA,NA,NA,25,NA
HARV,2019-10-25,10,2019,HARV_023,NEON.MAM.D01.O023A320191025,BLBR,Blarina brevicauda,species,NA,N,U,U,dead,NA,NA,NA,NA,NA,NA
HARV,2019-10-25,10,2019,HARV_023,NEON.MAM.D01.R3670,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,F,N,released,19,14,64,NA,11,NA
HARV,2019-10-25,10,2019,HARV_021,NEON.MAM.D01.R3686,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,M,N,released,18,14,68,NA,10,NA
HARV,2019-10-25,10,2019,HARV_023,NEON.MAM.D01.O023G920191025,BLBR,Blarina brevicauda,species,NA,N,U,U,released,NA,NA,NA,NA,NA,NA
HARV,2019-10-25,10,2019,HARV_023,NEON.MAM.D01.R3679,PELEPEMA,Peromyscus leucopus/maniculatus,speciesGroup,NA,N,M,N,released,19,14,69,NA,11,NA
HARV,2019-10-25,10,2019,HARV_021,NEON.MAM.D01.L3607,NAIN,Napaeozapus insignis,species,NA,N,F,Y,released,30,NA,NA,NA,24,NA
SCBI,2016-03-29,3,2016,SCBI_039,NEON.MAM.D02.R1771,PEMA,Peromyscus maniculatus,species,NA,N,M,N,NA,19,NA,65,NA,11,NA
SCBI,2016-03-29,3,2016,SCBI_039,NEON.MAM.D02.R1772,PELE,Peromyscus leucopus,species,NA,N,M,N,NA,22,NA,77,NA,28,NA
SCBI,2016-03-29,3,2016,SCBI_039,NEON.MAM.D02.R1798,PELE,Peromyscus leucopus,species,NA,N,F,N,NA,20,NA,69,NA,24,NA
SCBI,2016-03-29,3,2016,SCBI_002,NEON.MAM.D02.R1640,PEMA,Peromyscus maniculatus,species,NA,N,M,N,NA,20,NA,80,NA,22,NA
SCBI,2016-03-29,3,2016,SCBI_002,NEON.MAM.D02.R1179,PELE,Peromyscus leucopus,species,NA,N,M,Y,NA,21,NA,71,NA,21,NA
SCBI,2016-03-29,3,2016,SCBI_002,NEON.MAM.D02.R1554,PELE,Peromyscus leucopus,species,NA,N,M,Y,NA,21,NA,69,NA,20,NA
SCBI,2016-03-29,3,2016,SCBI_002,NEON.MAM.D02.R1766,PEMA,Peromyscus maniculatus,species,NA,N,F,N,NA,20,NA,53,NA,17,NA
SCBI,2016-03-29,3,2016,SCBI_002,NEON.MAM.D02.R1641,PELE,Peromyscus leucopus,species,NA,N,F,N,NA,20,NA,60,NA,19,NA
SCBI,2016-03-29,3,2016,SCBI_002,NEON.MAM.D02.R1186,PELE,Peromyscus leucopus,species,NA,N,M,Y,NA,19,NA,75,NA,21,NA
SCBI,2016-03-29,3,2016,SCBI_002,NEON.MAM.D02.R1593,PELE,Peromyscus leucopus,species,NA,N,M,Y,NA,21,NA,82,NA,23,NA
SCBI,2016-03-29,3,2016,SCBI_039,NEON.MAM.D02.R1770,PELE,Peromyscus leucopus,species,NA,N,M,N,NA,19,NA,72,NA,26,NA
SCBI,2016-03-30,3,2016,SCBI_002,NEON.MAM.D02.R1766,PEMA,Peromyscus maniculatus,species,NA,N,F,Y,NA,21,NA,53,NA,15,NA
SCBI,2016-03-30,3,2016,SCBI_002,NEON.MAM.D02.R1775,PELE,Peromyscus leucopus,species,cf. species,N,M,N,NA,20,NA,66,NA,15,NA
SCBI,2016-03-30,3,2016,SCBI_002,NEON.MAM.D02.R1554,PELE,Peromyscus leucopus,species,NA,N,M,Y,NA,21,NA,71,NA,21,NA
SCBI,2016-03-30,3,2016,SCBI_004,NEON.MAM.D02.L1379,PELE,Peromyscus leucopus,species,NA,N,F,Y,NA,21,NA,90,NA,22,NA
SCBI,2016-03-30,3,2016,SCBI_004,NEON.MAM.D02.L1790,PELE,Peromyscus leucopus,species,NA,N,F,N,NA,20,NA,72,NA,21,NA
SCBI,2016-03-31,3,2016,SCBI_003,NEON.MAM.D02.R1677,PELE,Peromyscus leucopus,species,NA,N,F,N,NA,20,NA,80,NA,24,NA
SCBI,2016-03-31,3,2016,SCBI_003,NEON.MAM.D02.R1400,PELE,Peromyscus leucopus,species,NA,N,M,Y,NA,20,NA,83,NA,26,NA
SCBI,2016-03-31,3,2016,SCBI_003,NEON.MAM.D02.R1676,PELE,Peromyscus leucopus,species,NA,N,F,N,NA,20,NA,78,NA,25,NA
SCBI,2016-03-31,3,2016,SCBI_003,NEON.MAM.D02.R1647,PELE,Peromyscus leucopus,species,NA,N,F,N,NA,19,NA,68,NA,14,NA
SCBI,2016-03-31,3,2016,SCBI_003,NEON.MAM.D02.R1700,PELE,Peromyscus leucopus,species,NA,N,F,Y,escaped,20,NA,79,NA,29,NA
SCBI,2016-03-31,3,2016,SCBI_003,NEON.MAM.D02.R1680,PELE,Peromyscus leucopus,species,NA,N,M,N,NA,21,NA,80,NA,26,NA
SCBI,2016-03-31,3,2016,SCBI_003,NEON.MAM.D02.R1491,PELE,Peromyscus leucopus,species,NA,N,F,Y,NA,20,NA,82,NA,25,NA
SCBI,2016-03-31,3,2016,SCBI_003,NEON.MAM.D02.R1321,PELE,Peromyscus leucopus,species,NA,N,M,Y,NA,20,NA,68,NA,22,NA
SCBI,2016-03-31,3,2016,SCBI_003,NEON.MAM.D02.R1649,PELE,Peromyscus leucopus,species,NA,N,F,N,NA,20,NA,72,NA,24,NA
SCBI,2016-03-31,3,2016,SCBI_003,NEON.MAM.D02.R1316,PELE,Peromyscus leucopus,species,NA,N,F,Y,NA,20,NA,88,NA,34,NA
SCBI,2016-03-31,3,2016,SCBI_003,NEON.MAM.D02.R1679,PEMA,Peromyscus maniculatus,species,NA,N,F,N,NA,19,NA,77,NA,21,NA
SCBI,2016-03-31,3,2016,SCBI_003,NEON.MAM.D02.R1642,PELE,Peromyscus leucopus,species,NA,N,M,N,NA,20,NA,72,NA,22,NA
SCBI,2016-03-31,3,2016,SCBI_003,NEON.MAM.D02.R1675,PELE,Peromyscus leucopus,species,NA,N,F,N,NA,20,NA,70,NA,28,NA
SCBI,2016-03-31,3,2016,SCBI_003,NEON.MAM.D02.R1678,PELE,Peromyscus leucopus,species,NA,N,F,N,NA,20,NA,73,NA,20,NA
SCBI,2016-03-31,3,2016,SCBI_003,NEON.MAM.D02.R1645,PELE,Peromyscus leucopus,species,NA,N,F,N,NA,20,NA,60,NA,12,NA
SCBI,2016-03-31,3,2016,SCBI_003,NEON.MAM.D02.R1646,PELE,Peromyscus leucopus,species,NA,N,M,N,NA,20,NA,63,NA,26,NA
SCBI,2016-03-31,3,2016,SCBI_002,NEON.MAM.D02.R1641,PELE,Peromyscus leucopus,species,NA,N,F,Y,NA,20,NA,63,NA,21,NA
SCBI,2016-03-31,3,2016,SCBI_003,NEON.MAM.D02.R1644,PELE,Peromyscus leucopus,species,NA,N,F,N,NA,19,NA,68,NA,23,NA
SCBI,2016-03-31,3,2016,SCBI_003,NEON.MAM.D02.R1648,PELE,Peromyscus leucopus,species,NA,N,F,N,NA,21,NA,75,NA,28,NA
SCBI,2016-03-31,3,2016,SCBI_003,NEON.MAM.D02.R1643,PELE,Peromyscus leucopus,species,NA,N,F,N,NA,20,NA,70,NA,25,NA
SCBI,2016-03-31,3,2016,SCBI_002,NEON.MAM.D02.R1799,PELE,Peromyscus leucopus,species,NA,N,F,N,NA,19,NA,60,NA,15,NA
SCBI,2016-03-31,3,2016,SCBI_002,NEON.MAM.D02.R1552,PELE,Peromyscus leucopus,species,NA,N,F,Y,NA,21,NA,68,NA,21,NA
SCBI,2016-03-31,3,2016,SCBI_002,NEON.MAM.D02.R1284,PELE,Peromyscus leucopus,species,NA,N,M,Y,NA,23,NA,83,NA,28,NA
SCBI,2016-03-31,3,2016,SCBI_002,NEON.MAM.D02.R1195,PELE,Peromyscus leucopus,species,NA,N,F,Y,NA,21,NA,74,NA,29,NA
SCBI,2016-03-31,3,2016,SCBI_002,NEON.MAM.D02.R1512,PELE,Peromyscus leucopus,species,NA,N,M,Y,NA,20,NA,69,NA,24,NA
SCBI,2016-03-31,3,2016,SCBI_002,NEON.MAM.D02.R1593,PELE,Peromyscus leucopus,species,NA,N,M,Y,NA,22,NA,83,NA,21,NA
SCBI,2016-03-31,3,2016,SCBI_002,NEON.MAM.D02.R1554,PELE,Peromyscus leucopus,species,NA,N,M,Y,NA,21,NA,68,NA,20,NA
SCBI,2016-03-31,3,2016,SCBI_002,NEON.MAM.D02.R1792,PELE,Peromyscus leucopus,species,NA,N,F,N,NA,20,NA,67,NA,17,NA
SCBI,2016-03-31,3,2016,SCBI_002,NEON.MAM.D02.R1796,PELE,Peromyscus leucopus,species,NA,N,M,N,NA,22,NA,90,NA,27,NA
SCBI,2016-03-31,3,2016,SCBI_002,NEON.MAM.D02.R1179,PELE,Peromyscus leucopus,species,NA,N,M,Y,NA,20,NA,71,NA,21,NA
SCBI,2016-03-31,3,2016,SCBI_002,NEON.MAM.D02.R1766,PELE,Peromyscus leucopus,species,NA,N,F,Y,NA,21,NA,53,NA,16,NA
SCBI,2016-03-31,3,2016,SCBI_002,NEON.MAM.D02.R1186,PELE,Peromyscus leucopus,species,NA,N,M,Y,NA,20,NA,74,NA,22,NA
SCBI,2016-04-02,4,2016,SCBI_035,NEON.MAM.D02.R1672,MUMU,Mus musculus,species,NA,I,F,N,NA,19,NA,NA,NA,22,NA
SCBI,2016-04-02,4,2016,SCBI_008,NEON.MAM.D02.R1681,PELE,Peromyscus leucopus,species,NA,N,M,N,NA,20,NA,65,NA,18,NA
SCBI,2016-04-02,4,2016,SCBI_035,NEON.MAM.D02.R1674,MUMU,Mus musculus,species,NA,I,F,N,NA,18,NA,68,NA,17,NA
SCBI,2016-04-02,4,2016,SCBI_008,NEON.MAM.D02.R1279,PELE,Peromyscus leucopus,species,NA,N,F,Y,NA,21,NA,78,NA,21,NA
SCBI,2016-04-02,4,2016,SCBI_008,NEON.MAM.D02.R1776,PELE,Peromyscus leucopus,species,NA,N,F,N,NA,20,NA,65,NA,17,NA
SCBI,2016-04-02,4,2016,SCBI_008,NEON.MAM.D02.R1369,PELE,Peromyscus leucopus,species,NA,N,F,Y,NA,19,NA,64,NA,25,NA
SCBI,2016-04-02,4,2016,SCBI_035,NEON.MAM.D02.R1671,MUMU,Mus musculus,species,NA,I,M,N,NA,18,NA,NA,NA,12,NA
SCBI,2016-04-02,4,2016,SCBI_035,NEON.MAM.D02.R1673,MUMU,Mus musculus,species,NA,I,F,N,NA,18,NA,NA,NA,20,NA
